case_label,path,strain_percent,k1_centered,k2_centered,k3_centered,omega3_reduced,num_occupied,slice_mode
Strain_b_Tension_0.5pct,b,0.5,-0.027138837999999887,-0.1249196137499999,0.0,-0.16069225135058884,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.02326021399999989,-0.1249196137499999,0.0,0.02936741536978449,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.019381589999999893,-0.1249196137499999,0.0,0.2067070587603852,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.015502965999999896,-0.1249196137499999,0.0,0.3701914742469925,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.011624341999999899,-0.1249196137499999,0.0,0.518007535702047,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.0077457179999999015,-0.1249196137499999,0.0,0.6479356182005112,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,-0.0038670939999999043,-0.1249196137499999,0.0,0.7576620952844415,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,1.1530000000092855e-05,-0.1249196137499999,0.0,0.8451110906926229,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.00389015400000009,-0.1249196137499999,0.0,0.9087667075268362,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.007768778000000087,-0.1249196137499999,0.0,0.9479537697009168,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.011647402000000084,-0.1249196137499999,0.0,0.9630471026061111,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.015526026000000082,-0.1249196137499999,0.0,0.9555864055411436,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.01940465000000008,-0.1249196137499999,0.0,0.9282841147018628,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.023283274000000076,-0.1249196137499999,0.0,0.8849245217988009,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.027161898000000073,-0.1249196137499999,0.0,0.830160708508898,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.03104052200000007,-0.1249196137499999,0.0,0.7692190110622943,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.03491914600000007,-0.1249196137499999,0.0,0.7075172648342787,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.038797770000000065,-0.1249196137499999,0.0,0.6501928938825969,56,fixed_k3
Strain_b_Tension_0.5pct,b,0.5,0.04267639400000006,-0.1249196137499999,0.0,0.6015214912169853,56,fixed_k3
